scenario_id,scenario_nome,disciplina,area,durata_anni,territorio,tipo_territorio,stock_medici_attivi,pensionamenti_stimati_5y,esodo_dimissioni_stimato_5y,uscite_totali_ssn_5y,moltiplicatore_demografico,fabbisogno_netto_ssn_2031,capacita_assorbimento_privato,fabbisogno_totale_2031,nuovi_diplomati_effettivi_5y,saldo_netto_ssn,isoo,probabilita_bando_ssn_pct,verdetto_carriera_2031,semaforo,dettaglio_prospettiva,qol_score_base,rep_lorda_annua,rep_privato_stimato
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina e cure palliative,Medica,4,Piemonte,Regione,29,11,3,14,1.046,15,4,19,36,21,1.895,45.0,Pletora / Grave Saturazione,Rosso,"Forte esubero di specialisti rispetto alle posizioni ospedaliere disponibili al 2031; altissima concorrenza nei concorsi, sbocco quasi obbligato nella libera professione pura.",75.1,90200.0,13300.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina e cure palliative,Medica,4,Puglia,Regione,26,10,3,13,1.083,14,3,17,32,18,1.882,47.3,Pletora / Grave Saturazione,Rosso,"Forte esubero di specialisti rispetto alle posizioni ospedaliere disponibili al 2031; altissima concorrenza nei concorsi, sbocco quasi obbligato nella libera professione pura.",75.1,90200.0,13300.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina e cure palliative,Medica,4,Sardegna,Regione,11,4,1,5,1.064,5,1,6,14,9,2.333,38.6,Pletora / Grave Saturazione,Rosso,"Forte esubero di specialisti rispetto alle posizioni ospedaliere disponibili al 2031; altissima concorrenza nei concorsi, sbocco quasi obbligato nella libera professione pura.",75.1,90200.0,13300.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina e cure palliative,Medica,4,Sicilia,Regione,32,13,3,16,1.078,17,4,21,40,23,1.905,45.9,Pletora / Grave Saturazione,Rosso,"Forte esubero di specialisti rispetto alle posizioni ospedaliere disponibili al 2031; altissima concorrenza nei concorsi, sbocco quasi obbligato nella libera professione pura.",75.1,90200.0,13300.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina e cure palliative,Medica,4,Toscana,Regione,25,10,2,12,1.05,13,3,16,32,19,2.0,43.9,Pletora / Grave Saturazione,Rosso,"Forte esubero di specialisti rispetto alle posizioni ospedaliere disponibili al 2031; altissima concorrenza nei concorsi, sbocco quasi obbligato nella libera professione pura.",75.1,90200.0,13300.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina e cure palliative,Medica,4,Umbria,Regione,6,2,1,3,1.045,3,1,4,7,4,1.75,46.3,Pletora / Grave Saturazione,Rosso,"Forte esubero di specialisti rispetto alle posizioni ospedaliere disponibili al 2031; altissima concorrenza nei concorsi, sbocco quasi obbligato nella libera professione pura.",75.1,90200.0,13300.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina e cure palliative,Medica,4,Valle d'Aosta,Regione,1,0,0,0,1.061,0,0,0,0,0,2.0,95.0,Pletora / Grave Saturazione,Rosso,"Forte esubero di specialisti rispetto alle posizioni ospedaliere disponibili al 2031; altissima concorrenza nei concorsi, sbocco quasi obbligato nella libera professione pura.",75.1,90200.0,13300.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina e cure palliative,Medica,4,Veneto,Regione,33,12,3,15,1.065,16,5,21,43,27,2.048,40.2,Pletora / Grave Saturazione,Rosso,"Forte esubero di specialisti rispetto alle posizioni ospedaliere disponibili al 2031; altissima concorrenza nei concorsi, sbocco quasi obbligato nella libera professione pura.",75.1,90200.0,13300.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina e cure palliative,Medica,4,P.A. Bolzano,Regione,4,1,0,1,1.05,1,0,1,4,3,4.0,27.0,Pletora / Grave Saturazione,Rosso,"Forte esubero di specialisti rispetto alle posizioni ospedaliere disponibili al 2031; altissima concorrenza nei concorsi, sbocco quasi obbligato nella libera professione pura.",75.1,90200.0,13300.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina e cure palliative,Medica,4,P.A. Trento,Regione,4,1,0,1,1.078,1,0,1,4,3,4.0,27.0,Pletora / Grave Saturazione,Rosso,"Forte esubero di specialisti rispetto alle posizioni ospedaliere disponibili al 2031; altissima concorrenza nei concorsi, sbocco quasi obbligato nella libera professione pura.",75.1,90200.0,13300.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina fisica e riabilitativa,Medica,4,Italia (Nazionale),Nazionale,1650,627,165,792,1.042,867,612,1479,1649,782,1.115,71.0,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,88.5,122900.0,46400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina fisica e riabilitativa,Medica,4,Abruzzo,Regione,35,13,4,17,1.045,19,13,32,34,15,1.062,75.5,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,88.5,122900.0,46400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina fisica e riabilitativa,Medica,4,Basilicata,Regione,15,6,2,8,1.043,9,6,15,15,6,1.0,81.1,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,88.5,122900.0,46400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina fisica e riabilitativa,Medica,4,Calabria,Regione,51,20,5,25,1.048,27,20,47,53,26,1.128,68.8,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,88.5,122900.0,46400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina fisica e riabilitativa,Medica,4,Campania,Regione,156,59,16,75,1.063,84,58,142,155,71,1.092,73.2,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,88.5,122900.0,46400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina fisica e riabilitativa,Medica,4,Emilia-Romagna,Regione,125,48,12,60,1.045,66,47,113,126,60,1.115,70.8,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,88.5,122900.0,46400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina fisica e riabilitativa,Medica,4,Friuli-Venezia Giulia,Regione,33,13,3,16,1.038,17,13,30,34,17,1.133,67.6,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,88.5,122900.0,46400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina fisica e riabilitativa,Medica,4,Lazio,Regione,160,61,16,77,1.057,85,59,144,160,75,1.111,71.8,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,88.5,122900.0,46400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina fisica e riabilitativa,Medica,4,Liguria,Regione,42,17,4,21,1.033,23,16,39,44,21,1.128,70.6,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,88.5,122900.0,46400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina fisica e riabilitativa,Medica,4,Lombardia,Regione,282,102,28,130,1.054,144,104,248,281,137,1.133,69.2,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,88.5,122900.0,46400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina fisica e riabilitativa,Medica,4,Marche,Regione,41,16,4,20,1.042,22,16,38,44,22,1.158,67.6,Competitivo / Rischio Saturazione,Giallo,Graduatorie concorsuali affollate; tempi di attesa per tempo indeterminato SSN mediamente più lunghi; necessario appoggiarsi al privato accreditato.,88.5,122900.0,46400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina fisica e riabilitativa,Medica,4,Molise,Regione,8,3,1,4,1.034,4,4,8,10,6,1.25,54.0,Competitivo / Rischio Saturazione,Giallo,Graduatorie concorsuali affollate; tempi di attesa per tempo indeterminato SSN mediamente più lunghi; necessario appoggiarsi al privato accreditato.,88.5,122900.0,46400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina fisica e riabilitativa,Medica,4,Piemonte,Regione,119,45,12,57,1.034,62,45,107,121,59,1.131,69.2,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,88.5,122900.0,46400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina fisica e riabilitativa,Medica,4,Puglia,Regione,108,41,11,52,1.049,57,40,97,107,50,1.103,72.0,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,88.5,122900.0,46400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina fisica e riabilitativa,Medica,4,Sardegna,Regione,44,17,4,21,1.048,23,16,39,44,21,1.128,70.6,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,88.5,122900.0,46400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina fisica e riabilitativa,Medica,4,Sicilia,Regione,134,53,13,66,1.047,73,50,123,136,63,1.106,72.5,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,88.5,122900.0,46400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina fisica e riabilitativa,Medica,4,Toscana,Regione,102,39,10,49,1.037,53,38,91,102,49,1.121,70.2,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,88.5,122900.0,46400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina fisica e riabilitativa,Medica,4,Umbria,Regione,24,9,2,11,1.038,12,9,21,24,12,1.143,67.6,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,88.5,122900.0,46400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina fisica e riabilitativa,Medica,4,Valle d'Aosta,Regione,3,1,0,1,1.053,1,2,3,5,4,1.667,27.0,Pletora / Grave Saturazione,Rosso,"Forte esubero di specialisti rispetto alle posizioni ospedaliere disponibili al 2031; altissima concorrenza nei concorsi, sbocco quasi obbligato nella libera professione pura.",88.5,122900.0,46400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina fisica e riabilitativa,Medica,4,Veneto,Regione,136,49,14,63,1.056,70,50,120,136,66,1.133,69.5,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,88.5,122900.0,46400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina fisica e riabilitativa,Medica,4,P.A. Bolzano,Regione,15,5,2,7,1.079,8,6,14,15,7,1.071,72.1,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,88.5,122900.0,46400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina fisica e riabilitativa,Medica,4,P.A. Trento,Regione,15,5,2,7,1.064,8,6,14,15,7,1.071,72.1,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,88.5,122900.0,46400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina interna,Medica,4,Italia (Nazionale),Nazionale,8000,3040,800,3840,1.042,4203,790,4993,3564,-639,0.714,99.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,50.8,107000.0,27700.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina interna,Medica,4,Abruzzo,Regione,172,65,17,82,1.045,90,17,107,75,-15,0.701,99.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,50.8,107000.0,27700.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina interna,Medica,4,Basilicata,Regione,71,28,7,35,1.043,38,7,45,31,-7,0.689,99.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,50.8,107000.0,27700.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina interna,Medica,4,Calabria,Regione,248,99,25,124,1.048,136,24,160,110,-26,0.688,99.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,50.8,107000.0,27700.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina interna,Medica,4,Campania,Regione,756,287,76,363,1.063,405,75,480,339,-66,0.706,99.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,50.8,107000.0,27700.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina interna,Medica,4,Emilia-Romagna,Regione,608,231,61,292,1.045,320,60,380,273,-47,0.718,99.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,50.8,107000.0,27700.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina interna,Medica,4,Friuli-Venezia Giulia,Regione,162,62,16,78,1.038,85,16,101,70,-15,0.693,99.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,50.8,107000.0,27700.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina interna,Medica,4,Lazio,Regione,775,294,78,372,1.057,413,76,489,343,-70,0.701,99.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,50.8,107000.0,27700.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina interna,Medica,4,Liguria,Regione,205,82,20,102,1.033,111,20,131,92,-19,0.702,99.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,50.8,107000.0,27700.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina interna,Medica,4,Lombardia,Regione,1366,493,137,630,1.054,697,135,832,607,-90,0.73,99.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,50.8,107000.0,27700.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina interna,Medica,4,Marche,Regione,201,76,20,96,1.042,105,20,125,88,-17,0.704,99.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,50.8,107000.0,27700.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina interna,Medica,4,Molise,Regione,39,16,4,20,1.034,22,4,26,18,-4,0.692,99.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,50.8,107000.0,27700.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina interna,Medica,4,Piemonte,Regione,578,220,58,278,1.034,302,57,359,255,-47,0.71,99.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,50.8,107000.0,27700.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina interna,Medica,4,Puglia,Regione,525,200,52,252,1.049,278,52,330,233,-45,0.706,99.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,50.8,107000.0,27700.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina interna,Medica,4,Sardegna,Regione,211,80,21,101,1.048,111,20,131,92,-19,0.702,99.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,50.8,107000.0,27700.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina interna,Medica,4,Sicilia,Regione,648,259,65,324,1.047,356,64,420,290,-66,0.69,99.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,50.8,107000.0,27700.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina interna,Medica,4,Toscana,Regione,497,189,50,239,1.037,260,49,309,220,-40,0.712,99.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,50.8,107000.0,27700.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina interna,Medica,4,Umbria,Regione,115,44,12,56,1.038,61,12,73,53,-8,0.726,99.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,50.8,107000.0,27700.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina interna,Medica,4,Valle d'Aosta,Regione,17,6,2,8,1.053,9,2,11,9,0,0.818,99.0,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,50.8,107000.0,27700.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina interna,Medica,4,Veneto,Regione,659,238,66,304,1.056,337,65,402,295,-42,0.734,99.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,50.8,107000.0,27700.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina interna,Medica,4,P.A. Bolzano,Regione,74,27,7,34,1.079,39,7,46,31,-8,0.674,99.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,50.8,107000.0,27700.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina interna,Medica,4,P.A. Trento,Regione,74,27,7,34,1.064,38,8,46,35,-3,0.761,99.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,50.8,107000.0,27700.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina nucleare,Medica,4,Italia (Nazionale),Nazionale,550,209,55,264,1.042,275,27,302,428,153,1.417,67.2,Competitivo / Rischio Saturazione,Giallo,Graduatorie concorsuali affollate; tempi di attesa per tempo indeterminato SSN mediamente più lunghi; necessario appoggiarsi al privato accreditato.,92.3,83900.0,7900.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina nucleare,Medica,4,Abruzzo,Regione,12,5,1,6,1.045,6,1,7,10,4,1.429,62.8,Competitivo / Rischio Saturazione,Giallo,Graduatorie concorsuali affollate; tempi di attesa per tempo indeterminato SSN mediamente più lunghi; necessario appoggiarsi al privato accreditato.,92.3,83900.0,7900.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina nucleare,Medica,4,Basilicata,Regione,5,2,0,2,1.043,2,0,2,5,3,2.5,41.9,Pletora / Grave Saturazione,Rosso,"Forte esubero di specialisti rispetto alle posizioni ospedaliere disponibili al 2031; altissima concorrenza nei concorsi, sbocco quasi obbligato nella libera professione pura.",92.3,83900.0,7900.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina nucleare,Medica,4,Calabria,Regione,17,7,2,9,1.048,9,1,10,14,5,1.4,67.3,Competitivo / Rischio Saturazione,Giallo,Graduatorie concorsuali affollate; tempi di attesa per tempo indeterminato SSN mediamente più lunghi; necessario appoggiarsi al privato accreditato.,92.3,83900.0,7900.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina nucleare,Medica,4,Campania,Regione,52,20,5,25,1.063,27,3,30,43,16,1.433,65.7,Competitivo / Rischio Saturazione,Giallo,Graduatorie concorsuali affollate; tempi di attesa per tempo indeterminato SSN mediamente più lunghi; necessario appoggiarsi al privato accreditato.,92.3,83900.0,7900.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina nucleare,Medica,4,Emilia-Romagna,Regione,42,16,4,20,1.045,21,2,23,33,12,1.435,66.6,Competitivo / Rischio Saturazione,Giallo,Graduatorie concorsuali affollate; tempi di attesa per tempo indeterminato SSN mediamente più lunghi; necessario appoggiarsi al privato accreditato.,92.3,83900.0,7900.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina nucleare,Medica,4,Friuli-Venezia Giulia,Regione,11,4,1,5,1.038,5,1,6,10,5,1.667,52.3,Pletora / Grave Saturazione,Rosso,"Forte esubero di specialisti rispetto alle posizioni ospedaliere disponibili al 2031; altissima concorrenza nei concorsi, sbocco quasi obbligato nella libera professione pura.",92.3,83900.0,7900.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina nucleare,Medica,4,Lazio,Regione,53,20,5,25,1.057,26,3,29,43,17,1.483,63.3,Pletora / Grave Saturazione,Rosso,"Forte esubero di specialisti rispetto alle posizioni ospedaliere disponibili al 2031; altissima concorrenza nei concorsi, sbocco quasi obbligato nella libera professione pura.",92.3,83900.0,7900.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina nucleare,Medica,4,Liguria,Regione,14,6,1,7,1.033,7,1,8,10,3,1.25,73.2,Competitivo / Rischio Saturazione,Giallo,Graduatorie concorsuali affollate; tempi di attesa per tempo indeterminato SSN mediamente più lunghi; necessario appoggiarsi al privato accreditato.,92.3,83900.0,7900.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina nucleare,Medica,4,Lombardia,Regione,94,34,9,43,1.054,45,4,49,71,26,1.449,66.3,Competitivo / Rischio Saturazione,Giallo,Graduatorie concorsuali affollate; tempi di attesa per tempo indeterminato SSN mediamente più lunghi; necessario appoggiarsi al privato accreditato.,92.3,83900.0,7900.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina nucleare,Medica,4,Marche,Regione,14,5,1,6,1.042,6,1,7,10,4,1.429,62.8,Competitivo / Rischio Saturazione,Giallo,Graduatorie concorsuali affollate; tempi di attesa per tempo indeterminato SSN mediamente più lunghi; necessario appoggiarsi al privato accreditato.,92.3,83900.0,7900.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina nucleare,Medica,4,Molise,Regione,3,1,0,1,1.034,1,0,1,0,-1,0.0,95.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,92.3,83900.0,7900.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina nucleare,Medica,4,Piemonte,Regione,40,15,4,19,1.034,20,2,22,28,8,1.273,74.7,Competitivo / Rischio Saturazione,Giallo,Graduatorie concorsuali affollate; tempi di attesa per tempo indeterminato SSN mediamente più lunghi; necessario appoggiarsi al privato accreditato.,92.3,83900.0,7900.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina nucleare,Medica,4,Puglia,Regione,36,14,4,18,1.049,19,2,21,28,9,1.333,71.0,Competitivo / Rischio Saturazione,Giallo,Graduatorie concorsuali affollate; tempi di attesa per tempo indeterminato SSN mediamente più lunghi; necessario appoggiarsi al privato accreditato.,92.3,83900.0,7900.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina nucleare,Medica,4,Sardegna,Regione,15,6,2,8,1.048,8,1,9,10,2,1.111,83.7,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,92.3,83900.0,7900.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina nucleare,Medica,4,Sicilia,Regione,45,18,4,22,1.047,23,2,25,33,10,1.32,72.9,Competitivo / Rischio Saturazione,Giallo,Graduatorie concorsuali affollate; tempi di attesa per tempo indeterminato SSN mediamente più lunghi; necessario appoggiarsi al privato accreditato.,92.3,83900.0,7900.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina nucleare,Medica,4,Toscana,Regione,34,13,3,16,1.037,17,2,19,28,11,1.474,63.5,Pletora / Grave Saturazione,Rosso,"Forte esubero di specialisti rispetto alle posizioni ospedaliere disponibili al 2031; altissima concorrenza nei concorsi, sbocco quasi obbligato nella libera professione pura.",92.3,83900.0,7900.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina nucleare,Medica,4,Umbria,Regione,8,3,1,4,1.038,4,0,4,5,1,1.25,83.7,Competitivo / Rischio Saturazione,Giallo,Graduatorie concorsuali affollate; tempi di attesa per tempo indeterminato SSN mediamente più lunghi; necessario appoggiarsi al privato accreditato.,92.3,83900.0,7900.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina nucleare,Medica,4,Valle d'Aosta,Regione,1,0,0,0,1.053,0,0,0,0,0,2.0,95.0,Pletora / Grave Saturazione,Rosso,"Forte esubero di specialisti rispetto alle posizioni ospedaliere disponibili al 2031; altissima concorrenza nei concorsi, sbocco quasi obbligato nella libera professione pura.",92.3,83900.0,7900.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina nucleare,Medica,4,Veneto,Regione,45,16,4,20,1.056,21,2,23,33,12,1.435,66.6,Competitivo / Rischio Saturazione,Giallo,Graduatorie concorsuali affollate; tempi di attesa per tempo indeterminato SSN mediamente più lunghi; necessario appoggiarsi al privato accreditato.,92.3,83900.0,7900.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Medicina nucleare,Medica,4,P.A. Bolzano,Regione,5,2,0,2,1.079,2,0,2,5,3,2.5,41.9,Pletora / Grave Saturazione,Rosso,"Forte esubero di specialisti rispetto alle posizioni ospedaliere disponibili al 2031; altissima concorrenza nei concorsi, sbocco quasi obbligato nella libera professione pura.",92.3,83900.0,7900.0
